config_id,model_name,max_length,batch_size,epochs,learning_rate,weight_decay,warmup_ratio,gradient_clip_norm,accuracy,precision_macro,recall_macro,macro_f1,qwk,inference_time_s,inference_ms_per_sample,training_time_s,seed,final_train_loss
2,distilbert-base-uncased,150,8,3,3e-05,0.01,0.1,1.0,0.7210401891252955,0.5068959717433353,0.5626971330496298,0.5288652307047293,0.42480952380952386,0.5939185999995971,1.404062884159804,40.57845629999974,42,0.7189977315432052
1,distilbert-base-uncased,128,8,2,1e-05,0.01,0.1,1.0,0.6666666666666666,0.39449039587433665,0.42342359079608005,0.37304720847481454,0.45478047594847204,0.3984169999994265,0.9418841607551454,21.681565699999737,42,1.1396703638360652
