feature,macro_f1_drop_mean,macro_f1_drop_std,repeats
first_person_ratio,0.03344557562242939,0.014725195189759158,10
warning_word_count,0.021893363956040225,0.005205751834511581,10
negation_ratio,0.006212715228925409,0.004965207762033488,10
sentence_count,0.001098508278772714,0.0015135818060991952,10
exclamation_ratio,0.0006974850166284963,0.0012953802932756879,10
absolutist_ratio,5.28380320545252e-05,8.507731433659541e-05,10
word_count,-0.0009825837512085767,0.003100160897761858,10
