split,seed,train_size,test_size,accuracy,precision_macro,recall_macro,macro_f1,qwk,inference_time_s,inference_ms_per_sample,training_time_s
fold_1,43,2346,1173,0.7391304347826086,0.5234308693112487,0.5542067985390169,0.5361149496205874,0.465450171541401,1.7211319999996704,1.4672907075871018,44.369217799999205
fold_2,44,2346,1173,0.7186700767263428,0.5056823562484706,0.5607932355176894,0.5276258216107284,0.46515445600676875,1.9109892999995282,1.6291468883201434,45.335109399999965
fold_3,45,2346,1173,0.7075873827791986,0.5009865411930396,0.5706438447288136,0.5266864033902553,0.45011895042826544,1.4085870999997496,1.2008415174763425,42.61766710000029
